txid	host_txids	host_names	diseases
1619218	60711	Chlorocebus sabaeus	
1619219	60711	Chlorocebus sabaeus	
1619220	60711	Chlorocebus sabaeus	
1629656	60711	Chlorocebus sabaeus	
1629657	60711	Chlorocebus sabaeus	
46771	36229	Papio ursinus	
1980491	9606;10042	Homo sapiens;Peromyscus maniculatus	Hantavirus pulmonary syndrome
1768874	3728	Sinapis alba	
11034	7158;9606;177155;53527;48156;45807	Acrocephalus scirpaceus;Aedes;Culex;Homo sapiens;Motacilla alba;Streptopelia turtur	
44419	9606;10090;10036	Homo sapiens;Mesocricetus auratus;Mus musculus	
84272	9606;7160;9534;10036	Homo sapiens;Chlorocebus aethiops;Mesocricetus auratus;Aedes albopictus	
262968	203262	Epinephelus tauvina	
373862	119488	Siniperca chuatsi	
2599764	382	Sinorhizobium meliloti	
179237	382	Sinorhizobium meliloti	
1524882	1449788	Sinorhizobium sp. LM21	
1357423	382	Sinorhizobium meliloti	
1647403	382	Sinorhizobium meliloti	
1636182	382	Sinorhizobium meliloti	
1647405	382	Sinorhizobium meliloti	
93923	9031;10090	Gallus gallus;Mus musculus	
255521	52518	Eustoma grandiflorum	
1520004	395889	Stercorarius maccormicki	
1641642	30543	Conepatus leuconotus	
1961072	30548	Mephitis mephitis	
160796	9534;30548	Chlorocebus aethiops;Mephitis mephitis	
78540	8030;8022	Oncorhynchus mykiss;Salmo salar	
458132	7460	Apis mellifera	
1581151	9470	Nycticebus coucang	
289366	9606	Homo sapiens	
289367	9606	Homo sapiens	
1538101	108357	Sida acuta	
254355	9925	Capra hircus	
252602	8574;8516;51751;8690	Python regius;Iguana;Boa constrictor;Viperinae	
189830	8707;94885	Pantherophis guttatus;Daboia russelii	
2419666	8574	Boa constrictor	
40270	64152	Channa striata	
103603	64152;203314	Gobiosoma bosc;Channa striata	
89623	8849	Anser caerulescens	
52276	9606	Homo sapiens	
11580	9031;9796;9615;7158;7174;9606;174825;9913;48086	Aedes;Culex;Equus caballus;Bos taurus;Culiseta;Homo sapiens;Lepus americanus;Gallus gallus;Canis lupus familiaris	
1034377	51029	Heterodera glycines	
373126	343509	Sodalis glossinidius str. 'morsitans'	
673375	63612	Sodalis glossinidius	
1917080	1302862	Sodiomyces alkalinus	
2293301	134569	Cybaeidae	
365144	34907;13735	Pelodiscus sinensis;Trionychidae	
2152923	113103	Sogatella furcifera	
2082585	113103	Sogatella furcifera	
2082586	113103	Sogatella furcifera	
100887	4565	Triticum aestivum	
28375	4564;4513	Hordeum vulgare;Triticum	
64317	59474	Pipistrellus pipistrellus	
932073	4107	Solanum	
12471	81866;85267	Nicotiana clevelandii;Solanum nodiflorum	
195061	12471;81866;85267	Nicotiana clevelandii;Solanum nodiflorum mottle virus;Solanum nodiflorum	
1414671	13686	Solenopsis invicta	
294369	13686	Solenopsis invicta	
439491	13686;36668	Formicidae;Solenopsis invicta	
631345	13686	Solenopsis invicta	
2018500	13686;36668	Formicidae;Solenopsis invicta	
11307	1926302;50207;42337;80764;4236	Bidens pilosa;Sonchus oleraceus;Aphis;Lactuca sativa;Nicotiana x edwardsonii	
1980161	200492;1980160	Sophora yellow stunt virus;Sophora alopecuroides	
1980165	200492	Sophora alopecuroides	
1980168	200492	Sophora alopecuroides	
1980173	200492	Sophora alopecuroides	
1980174	200492	Sophora alopecuroides	
1891704	693891	Erysiphe palczewskii	
1980160	200492	Sophora alopecuroides	
2560769	42254	Sorex araneus	
2560770	62895	Sorex coronatus	
2560771	62280	Sorex minutus	
2596883	91525	Sorghum arundinaceum	
107804	4577;63459;81866;66262	Zea mays;Nicotiana clevelandii;Chenopodium quinoa;Chenopodium amaranticolor	
32619	4547;128810	Saccharum officinarum;Saccharum hybrid cultivar	
273354	53549	Sabethini	
1452514	9606	Homo sapiens	
2010246	10111	Praomys	
63723	3983;3885;145753;4100	Phaseolus vulgaris;Malva parviflora;Nicotiana benthamiana;Manihot esculenta	
12139	3885	Phaseolus vulgaris	
196398	3885;3847;3917;3915	Phaseolus vulgaris;Vigna mungo;Vigna unguiculata;Glycine max	
1159195	9715	Mirounga leonina	
519497	4530;90397;4577;192627;1249733	Cyperus serotinus;Echinochloa crus-galli;Zea mays;Oryza sativa;Cenchrus flaccidus	
591166	4081	Solanum lycopersicum	
1546178	9555	Papio anubis	
2016402	51896	Morelia spilota	
378833	23216	Rubus	
1985413	3847	Glycine max	
408136	3847	Glycine max	
761702	3847	Glycine max	
10651	3885;35936;3847;3917	Phaseolus vulgaris;Vigna unguiculata;Lablab purpureus;Glycine max	
1221206	3847	Glycine max	
85753	3847	Glycine max	
1495316	51029	Heterodera glycines	
12049	3847	Glycine max	
1927714	3847	Glycine max	
1719047	3847	Glycine max	
1719263	3847	Glycine max	
761701	3847	Glycine max	
12222	3847	Glycine max	
867160	3847	Glycine max	
12223	3847	Glycine max	
1221449	3847	Glycine max	
980895	3847	Glycine max	
1080798	3847	Glycine max	
578361	3847	Glycine max	
1691889	9925	Capra hircus	
1159906	9158	Passeridae	
190503	1920021	Cynodon dactylon x Cynodon transvaalensis	
1885928	8175	Sparus aurata	
1885927	8175	Sparus aurata	
73497	66738	Diplodia sapinea	
73498	66738	Diplodia sapinea	
2560777	92683;9240;93934	Spheniscus humboldti;Spheniscus demersus;Coturnix japonica	
1980139	2021637	Sphingobium sp. IP1	
1150991	13689	Sphingomonas paucimobilis	
2282912	13689	Sphingomonas paucimobilis	
2293304	1686703;6893	Segestria pacifica;Araneae	
2170200	9511	Ateles sp.	
390439	912614	Acmella paniculata	
1985164	3562	Spinacia oleracea	
1937817	3562	Spinacia oleracea	
945225	3562	Spinacia oleracea	
42680	3562;63459	Spinacia oleracea;Chenopodium quinoa	
873160	3562	Spinacia oleracea	
1432565	3562	Spinacia oleracea	
2293305	472970	Gasteracantha cancriformis	
185959	2133;2134	Spiroplasma citri;Spiroplasma melliferum	
10854	2133	Spiroplasma citri	
2789014	2132	Spiroplasma	
745349	2133	Spiroplasma citri	
93224	2132	Spiroplasma	
1004049	30097	Spissistilus festinus	
862943	30097	Spissistilus festinus	
11819	10090	Mus musculus	
2315721	37547	Spodoptera eridania	
1242863	134406	Spodoptera exempta	
1111710	7107	Spodoptera exigua	
1228012	7107	Spodoptera exigua	
10454	7088	Lepidoptera	
113370	7108	Spodoptera frugiperda	
307454	7108	Spodoptera frugiperda	
10455	7088	Lepidoptera	
1481139	7108	Spodoptera frugiperda	
10456	7088;7109	Lepidoptera;Spodoptera littoralis	
359919	69820	Spodoptera litura	
46242	7088	Lepidoptera	
566270	69820	Spodoptera litura	
64318	503349	Aedes circumluteolus	
1302849	38730	Sporobolus	
1302850	38730	Sporobolus	
188141	3702;89079;221775	Claytonia virginica;Gomphrena globosa;Arabidopsis thaliana	
696863	7962	Cyprinus carpio	
219584	8010	Esox lucius	
543939	549779;1191197;554168;212035	Acanthamoeba castellanii mamavirus;Acanthamoeba polyphaga mimivirus;Mamavirus AC-2012;Mimiviridae	
1133031	5757	Acanthamoeba polyphaga	
1133032	5757	Acanthamoeba polyphaga	
1810396	3662;3660	Cucurbita moschata;Cucurbita	
223323	102211	Benincasa hispida	
269275	102211	Benincasa hispida	
269277	3662	Cucurbita moschata	
10829	3662;3885;3663	Cucurbita pepo;Phaseolus vulgaris;Cucurbita moschata	
222474	3660	Cucurbita	
223324	3660	Cucurbita	
12263	3656;3660;260674	Cucumis melo;Citrullus lanatus subsp. vulgaris;Cucurbita	
397544	3660;260674	Citrullus lanatus subsp. vulgaris;Cucurbita	
1051966	3663;3660	Cucurbita pepo;Cucurbita	
452475	27679;39432	Saimiri boliviensis boliviensis;Saimiri boliviensis	
11856	9615;9521	Saimiri sciureus;Canis lupus familiaris	
11857	9520	Saimiri	
2170201	9520	Saimiri	
240426	10001;55149	Sciurus vulgaris;Sciurus	
2029293	55149	Sciurus vulgaris	
475454	3983;4100	Nicotiana benthamiana;Manihot esculenta	
223328	4100	Nicotiana benthamiana	
1620897	2746634	Sergentomyia sp.	
104581	6945	Ixodes scapularis	
202568	634377	Stachytarpheta jamaicensis	
289998	39255	Stachytarpheta	
289999	39255	Stachytarpheta	
269280	39255	Stachytarpheta	
269281	39255	Stachytarpheta	
2908096	1280	Staphylococcus aureus	
1505027	1280	Staphylococcus aureus	
320836	1280	Staphylococcus aureus	
1934428	93062	Staphylococcus aureus subsp. aureus COL	
1505026	1280	Staphylococcus aureus	
2908113	1280	Staphylococcus aureus	
2908114	1280	Staphylococcus aureus	
2908098	1280	Staphylococcus aureus	
320832	1280	Staphylococcus aureus	
1195081	1280	Staphylococcus aureus	
2908097	1280	Staphylococcus aureus	
1500386	1282	Staphylococcus epidermidis	
307898	1279	Staphylococcus	
2908111	1280	Staphylococcus aureus	
2908115	1280	Staphylococcus aureus	
2908151	1280	Staphylococcus aureus	
1195077	1280	Staphylococcus aureus	
516541	1280	Staphylococcus aureus	
1958907	176279	Staphylococcus epidermidis RP62A	
1636204	1280	Staphylococcus aureus	
1636205	1280	Staphylococcus aureus	
1543206	1280	Staphylococcus aureus	
1792269	1282	Staphylococcus epidermidis	
2108359	1280	Staphylococcus aureus	
1464127	1280	Staphylococcus aureus	
1195078	1280	Staphylococcus aureus	
2908166	1280	Staphylococcus aureus	
760530	1280	Staphylococcus aureus	
1453367	1280	Staphylococcus aureus	
2492948	1280	Staphylococcus aureus	
2059858	1280	Staphylococcus aureus	
1610830	1280	Staphylococcus aureus	
1673884	1280	Staphylococcus aureus	
1673874	1280	Staphylococcus aureus	
1610831	1280	Staphylococcus aureus	
1610872	1283	Staphylococcus haemolyticus	
1965489	1282	Staphylococcus epidermidis	
1965493	29387	Staphylococcus sp.	
1965490	1280	Staphylococcus aureus	
1028375	1280	Staphylococcus aureus	
1239383	1280	Staphylococcus aureus	
2851077	1280	Staphylococcus aureus	
1273712	1280	Staphylococcus aureus	
1296641	1280	Staphylococcus aureus	
2797417	1280	Staphylococcus aureus	
1524910	1280	Staphylococcus aureus	
1195079	1280	Staphylococcus aureus	
1526408	1280	Staphylococcus aureus	
1840236	1280	Staphylococcus aureus	
1920379	1280	Staphylococcus aureus	
1735645	1280	Staphylococcus aureus	
1195080	1280	Staphylococcus aureus	
1735646	1280	Staphylococcus aureus	
204090	1280	Staphylococcus aureus	
668618	1280	Staphylococcus aureus	
2483713	561307	Staphylococcus aureus subsp. aureus RN4220	
2681609	93061	Staphylococcus aureus subsp. aureus NCTC 8325	
2905946	93061	Staphylococcus aureus subsp. aureus NCTC 8325	
430796	1280	Staphylococcus aureus	
874267	1280	Staphylococcus aureus	
874268	1279	Staphylococcus	
1165702	1280	Staphylococcus aureus	
1519999	1334189	Staphylococcus aureus HIP07256	
1340769	1282	Staphylococcus epidermidis	
1572704	29387	Staphylococcus sp.	
1572703	29387	Staphylococcus sp.	
1698421	1280	Staphylococcus aureus	
225979	158879	Staphylococcus aureus subsp. aureus N315	
387909	1280	Staphylococcus aureus	
1589269	426430	Staphylococcus aureus subsp. aureus str. Newman	
648017	1280	Staphylococcus aureus	
1403390	29385	Staphylococcus saprophyticus	
1498220	1280	Staphylococcus aureus	
1450142	1280	Staphylococcus aureus	
2029064	1280	Staphylococcus aureus	
2060948	1280	Staphylococcus aureus	
2060949	1280	Staphylococcus aureus	
2060950	1280	Staphylococcus aureus	
2060951	1280	Staphylococcus aureus	
2060954	1280	Staphylococcus aureus	
2126734	29387	Staphylococcus sp.	
2126724	1280	Staphylococcus aureus	
2491321	1279	Staphylococcus	
2650876	1280	Staphylococcus aureus	
1319980	1280	Staphylococcus aureus	
320831	1280	Staphylococcus aureus	
71366	1280	Staphylococcus aureus	
320843	1280	Staphylococcus aureus	
1010615	1280	Staphylococcus aureus	
1010614	1280	Staphylococcus aureus	
1041526	1280	Staphylococcus aureus	
1041527	1280	Staphylococcus aureus	
694060	1280	Staphylococcus aureus	
2268607	1280	Staphylococcus aureus	
1347760	1280	Staphylococcus aureus	
1195086	1280	Staphylococcus aureus	
2268608	1280	Staphylococcus aureus	
2268621	1280	Staphylococcus aureus	
2591106	1280	Staphylococcus aureus	
1239385	1280	Staphylococcus aureus	
1969736	1280	Staphylococcus aureus	
2681195	561307	Staphylococcus aureus subsp. aureus RN4220	
2268609	1280	Staphylococcus aureus	
1498171	561307	Staphylococcus aureus subsp. aureus RN4220	
470865	1280	Staphylococcus aureus	
2588088	1280	Staphylococcus aureus	
2588090	1280	Staphylococcus aureus	
1007127	1280	Staphylococcus aureus	
1913581	1280	Staphylococcus aureus	
2835941	1282	Staphylococcus epidermidis	
2557555	1280	Staphylococcus aureus	
2066503	1280	Staphylococcus aureus	
1821228	1280	Staphylococcus aureus	
1168612	1280	Staphylococcus aureus	
2024213	1266717	Staphylococcus pseudintermedius E140	
2495553	283734	Staphylococcus pseudintermedius	
2495554	283734	Staphylococcus pseudintermedius	
2495555	283734	Staphylococcus pseudintermedius	
1211285	1280	Staphylococcus aureus	
1211286	1280	Staphylococcus aureus	
1118063	45972	Staphylococcus pasteuri	
1732063	1248411	Staphylococcus epidermidis 36-1	
1913446	283734	Staphylococcus pseudintermedius	
1958922	1282	Staphylococcus epidermidis	
1195076	1280	Staphylococcus aureus	
1200862	1280	Staphylococcus aureus	
1195068	1280	Staphylococcus aureus	
1277672	1280	Staphylococcus aureus	
1195071	1280	Staphylococcus aureus	
1308896	1280	Staphylococcus aureus	
1308897	1280	Staphylococcus aureus	
1147042	1290	Staphylococcus hominis	
1147043	29388	Staphylococcus capitis	
1732064	1248411	Staphylococcus epidermidis 36-1	
1147044	1290	Staphylococcus hominis	
1262512	1288	Staphylococcus xylosus	
1168613	1280	Staphylococcus aureus	
947066	1280	Staphylococcus aureus	
445515	1280	Staphylococcus aureus	
445516	1280	Staphylococcus aureus	
445517	1280	Staphylococcus aureus	
2908167	1280	Staphylococcus aureus	
2029631	1280	Staphylococcus aureus	
1235659	1280	Staphylococcus aureus	
1235660	1280	Staphylococcus aureus	
2776836	1280	Staphylococcus aureus	
2074138	1280	Staphylococcus aureus	
2681608	1280	Staphylococcus aureus	
2696345	561307	Staphylococcus aureus subsp. aureus RN4220	
2510149	1280	Staphylococcus aureus	
2726708	1280	Staphylococcus aureus	
1674930	1280	Staphylococcus aureus	
2750282	1282	Staphylococcus epidermidis	
1434319	1282	Staphylococcus epidermidis	
2596715	283734	Staphylococcus pseudintermedius	
2510452	283734	Staphylococcus pseudintermedius	
1868844	29387	Staphylococcus sp.	
2908152	1280	Staphylococcus aureus	
1399949	1280	Staphylococcus aureus	
129009	1280	Staphylococcus aureus	
360398	1280	Staphylococcus aureus	
349370	9172	Sturnus vulgaris	
436911	34886;9615	Eumetopias jubatus;Canis lupus familiaris	
2499625	183478	Stemphylium lycopersici	
2860376	40324	Stenotrophomonas maltophilia	
2860377	40324	Stenotrophomonas maltophilia	
1654717	69392	Stenotrophomonas sp.	
1211280	40324	Stenotrophomonas maltophilia	
1239382	40324	Stenotrophomonas maltophilia	
2650877	40324	Stenotrophomonas maltophilia	
2601680	40324	Stenotrophomonas maltophilia	
2859653	40324	Stenotrophomonas maltophilia	
2859655	40324	Stenotrophomonas maltophilia	
1027253	40324	Stenotrophomonas maltophilia	
2859656	40324	Stenotrophomonas maltophilia	
2596674	40324	Stenotrophomonas maltophilia	
2011087	40323	Stenotrophomonas	
573591	40324	Stenotrophomonas maltophilia	
2801524	40324	Stenotrophomonas maltophilia	
2859658	40324	Stenotrophomonas maltophilia	
1346893	40324	Stenotrophomonas maltophilia	
1343494	40324	Stenotrophomonas maltophilia	
334856	40324	Stenotrophomonas maltophilia	
1168563	40324	Stenotrophomonas maltophilia	
2740427	40324	Stenotrophomonas maltophilia	
1642588	40324	Stenotrophomonas maltophilia	
1642663	40324	Stenotrophomonas maltophilia	
2712941	40324	Stenotrophomonas maltophilia	
2044561	40324	Stenotrophomonas maltophilia	
2555548	40324	Stenotrophomonas maltophilia	
2282646	1	root	
1277649	9606	Homo sapiens	
110944	8928	Ciconia ciconia	
44027	9606;7160;9307;9796	Homo sapiens;Macropodidae;Equus caballus;Aedes albopictus	
399314	57918	Fragaria vesca	
28351	3747;200313;63459;241069	Nicotiana occidentalis;Fragaria x ananassa;Chenopodium quinoa;Mentha x gracilis	
195062	28351;46091;63459	Chenopodiastrum murale;Strawberry latent ringspot virus;Chenopodium quinoa	
12187	63459;59498;57918	Chenopodium quinoa;Rubus rosifolius;Fragaria vesca	
167161	200313;63459;57918	Nicotiana occidentalis;Chenopodium quinoa;Fragaria vesca	
243563	3747;3746;57918;23216	Fragaria x ananassa;Fragaria vesca;Rubus;Fragaria	
227507	3747	Fragaria x ananassa	
1564903	3747	Fragaria x ananassa	
47903	3746	Fragaria	
335187	4097;35889;200313;4100;4076;4093;63459;26254;4102;81866	Nicotiana occidentalis;Chenopodium quinoa;Petunia x hybrida;Streptocarpus;Nicotiana glutinosa;Datura stramonium;Nicotiana tabacum;Nicotiana clevelandii;Nicotiana rustica;Nicotiana benthamiana	
2681626	1308	Streptococcus thermophilus	
1718281	1301	Streptococcus	
1392231	1091038	Streptococcus thermophilus DSM 20617	
2908019	1308	Streptococcus thermophilus	
198538	198466	Streptococcus pyogenes MGAS315	
198539	198466	Streptococcus pyogenes MGAS315	
198540	198466	Streptococcus pyogenes MGAS315	
198541	198466	Streptococcus pyogenes MGAS315	
198542	198466	Streptococcus pyogenes MGAS315	
198543	198466	Streptococcus pyogenes MGAS315	
646413	1308	Streptococcus thermophilus	
1718280	1301	Streptococcus	
2905727	1308	Streptococcus thermophilus	
1718279	1301	Streptococcus	
2041496	1308	Streptococcus thermophilus	
1814957	1308	Streptococcus thermophilus	
1814958	1308	Streptococcus thermophilus	
1814959	1308	Streptococcus thermophilus	
1814960	1308	Streptococcus thermophilus	
1701850	1314	Streptococcus pyogenes	
1647391	1309	Streptococcus mutans	
2041501	1308	Streptococcus thermophilus	
2907838	1301	Streptococcus	
2365005	1308	Streptococcus thermophilus	
2365008	1308	Streptococcus thermophilus	
2365009	1308	Streptococcus thermophilus	
2365010	1308	Streptococcus thermophilus	
2365012	1308	Streptococcus thermophilus	
2365015	1308	Streptococcus thermophilus	
2365016	1308	Streptococcus thermophilus	
2365017	1308	Streptococcus thermophilus	
2365018	1308	Streptococcus thermophilus	
2365021	1308	Streptococcus thermophilus	
2365022	1308	Streptococcus thermophilus	
2365026	1308	Streptococcus thermophilus	
2365027	1308	Streptococcus thermophilus	
2365028	1308	Streptococcus thermophilus	
1913083	1308	Streptococcus thermophilus	
2365029	1308	Streptococcus thermophilus	
2365030	1308	Streptococcus thermophilus	
2492466	1308	Streptococcus thermophilus	
2365031	1308	Streptococcus thermophilus	
2365032	1308	Streptococcus thermophilus	
2365033	1308	Streptococcus thermophilus	
2365034	1308	Streptococcus thermophilus	
2492468	1308	Streptococcus thermophilus	
2365035	1308	Streptococcus thermophilus	
1913081	1308	Streptococcus thermophilus	
2365036	1308	Streptococcus thermophilus	
2365037	1308	Streptococcus thermophilus	
2365038	1308	Streptococcus thermophilus	
2365039	1308	Streptococcus thermophilus	
2365041	1308	Streptococcus thermophilus	
2365042	1308	Streptococcus thermophilus	
2365043	1308	Streptococcus thermophilus	
2365044	1308	Streptococcus thermophilus	
2365045	1308	Streptococcus thermophilus	
2365046	1308	Streptococcus thermophilus	
2365047	1308	Streptococcus thermophilus	
1913082	1308	Streptococcus thermophilus	
2365048	1308	Streptococcus thermophilus	
2365049	1308	Streptococcus thermophilus	
2365051	1308	Streptococcus thermophilus	
2365052	1308	Streptococcus thermophilus	
2365054	1308	Streptococcus thermophilus	
2365055	1308	Streptococcus thermophilus	
2365056	1308	Streptococcus thermophilus	
2365058	1308	Streptococcus thermophilus	
10748	1313	Streptococcus pneumoniae	
10747	1313	Streptococcus pneumoniae	
2108109	1308	Streptococcus thermophilus	
2108111	1308	Streptococcus thermophilus	
2006928	1308	Streptococcus thermophilus	
